landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z,label
0.6276616454124451,0.7768799066543579,-7.668668331461959e-07,0.544130802154541,0.725541889667511,-0.01940993219614029,0.49555450677871704,0.6711430549621582,-0.04897827282547951,0.46067649126052856,0.6168652772903442,-0.08000997453927994,0.4374951720237732,0.5707436203956604,-0.10630227625370026,0.5621607303619385,0.5140845775604248,-0.05198008194565773,0.5106912851333618,0.4233272671699524,-0.09199202060699463,0.45690736174583435,0.42919039726257324,-0.10028418153524399,0.42087772488594055,0.4573749601840973,-0.10030914843082428,0.593779444694519,0.5268963575363159,-0.061550240963697433,0.4607318043708801,0.5781584978103638,-0.09383434802293777,0.4563842713832855,0.6744327545166016,-0.08037717640399933,0.4860161542892456,0.6976150870323181,-0.06637932360172272,0.6064659953117371,0.5704261660575867,-0.0747000202536583,0.4722144901752472,0.646453320980072,-0.10442961007356644,0.4881487488746643,0.7232931852340698,-0.07863587141036987,0.5213913917541504,0.7331873774528503,-0.05948596075177193,0.6064761877059937,0.6229777932167053,-0.0909135639667511,0.5007561445236206,0.6935027837753296,-0.12012831121683121,0.5089176297187805,0.7503635883331299,-0.10949091613292694,0.5372084379196167,0.7602461576461792,-0.0951768085360527,X
0.6123549342155457,0.8404448628425598,-8.618077913524758e-07,0.520957887172699,0.7704434990882874,0.0013939650962129235,0.48250725865364075,0.6873670220375061,-0.01818152330815792,0.44872453808784485,0.6161758303642273,-0.04517130181193352,0.420752614736557,0.5660648941993713,-0.0699559822678566,0.5626440048217773,0.5197433233261108,-0.010138612240552902,0.5102854371070862,0.4353134036064148,-0.05109788104891777,0.45054346323013306,0.42668211460113525,-0.07087159156799316,0.4069136083126068,0.44518306851387024,-0.08031290024518967,0.5917105674743652,0.532028079032898,-0.031747594475746155,0.4517594277858734,0.5897148251533508,-0.07484500855207443,0.46560025215148926,0.6842957735061646,-0.07350203394889832,0.5003142952919006,0.71293705701828,-0.06601978838443756,0.6039034724235535,0.5736445784568787,-0.057316601276397705,0.4681042730808258,0.6570936441421509,-0.0957859456539154,0.4957295060157776,0.7390848994255066,-0.07409639656543732,0.5313595533370972,0.7603543996810913,-0.05430838465690613,0.6050388813018799,0.6310799717903137,-0.0846480131149292,0.4936780631542206,0.6966361403465271,-0.11745615303516388,0.5059911608695984,0.7640451192855835,-0.10855387151241302,0.5343090891838074,0.7883667945861816,-0.09475289285182953,X
0.6418596506118774,0.8758904337882996,-8.782218401393038e-07,0.5344646573066711,0.8075472116470337,0.0006069455412216485,0.48583686351776123,0.7122640013694763,-0.016571832820773125,0.4482644200325012,0.6294752955436707,-0.041541844606399536,0.41822296380996704,0.5660637617111206,-0.06235168129205704,0.5639781355857849,0.5285276770591736,-0.0019645546562969685,0.500011146068573,0.43657124042510986,-0.041120171546936035,0.4426960051059723,0.42944982647895813,-0.05969419702887535,0.40404635667800903,0.4503629207611084,-0.06760010123252869,0.5896743535995483,0.5374438762664795,-0.022089209407567978,0.45107001066207886,0.5852230191230774,-0.061827387660741806,0.4662993848323822,0.6816670894622803,-0.06107649579644203,0.504144012928009,0.7070924043655396,-0.05412584915757179,0.6002869606018066,0.5763300657272339,-0.04670329764485359,0.4633817672729492,0.6543672680854797,-0.0801391452550888,0.4919045567512512,0.7376928925514221,-0.05958601087331772,0.5299214124679565,0.7536540627479553,-0.04177185148000717,0.5975849628448486,0.6315959692001343,-0.07379700988531113,0.48870018124580383,0.697273313999176,-0.09598589688539505,0.5058866739273071,0.7600924372673035,-0.08491849899291992,0.5375263690948486,0.7760660648345947,-0.07158451527357101,X
0.6459156274795532,0.9018690586090088,-9.209113045471895e-07,0.5414921641349792,0.8214161992073059,0.005267313215881586,0.4935580790042877,0.7182720303535461,-0.009448922239243984,0.4528313875198364,0.6339174509048462,-0.03300921618938446,0.40988683700561523,0.5707834959030151,-0.053945232182741165,0.5658449530601501,0.5360438227653503,0.0009719660738483071,0.5067604780197144,0.43147414922714233,-0.04197549819946289,0.4469069242477417,0.4258703589439392,-0.06617174297571182,0.4051501452922821,0.4506658911705017,-0.07724803686141968,0.5976039171218872,0.5474184155464172,-0.022723635658621788,0.4622262716293335,0.5917066335678101,-0.06693762540817261,0.4757874011993408,0.685961902141571,-0.07172589749097824,0.5115843415260315,0.7192994356155396,-0.06803105771541595,0.6101363897323608,0.5906161665916443,-0.05055418610572815,0.4754977226257324,0.6639195084571838,-0.09057462215423584,0.5035213828086853,0.7485142946243286,-0.07294458150863647,0.5405476689338684,0.7730740308761597,-0.054483093321323395,0.6075082421302795,0.6502891778945923,-0.07969696819782257,0.49861156940460205,0.7026575803756714,-0.1061864048242569,0.5129032731056213,0.7681508660316467,-0.09380285441875458,0.5415948033332825,0.7934283018112183,-0.0779116153717041,X
0.6465474963188171,0.9091876745223999,-8.883579312168877e-07,0.5418382287025452,0.8199392557144165,0.0017005909467115998,0.4936680197715759,0.7214595079421997,-0.01631501317024231,0.44968539476394653,0.6440268158912659,-0.043535906821489334,0.3982487916946411,0.5869549512863159,-0.067250095307827,0.5702128410339355,0.5312739610671997,-0.0015422195428982377,0.5111908316612244,0.41995030641555786,-0.04901649430394173,0.4493417739868164,0.42000630497932434,-0.07464408129453659,0.4086717963218689,0.4582916498184204,-0.08508528769016266,0.6009364128112793,0.5454275012016296,-0.02394113317131996,0.4598979353904724,0.5897198915481567,-0.07346329092979431,0.4715724289417267,0.6859839558601379,-0.08006211370229721,0.5085651874542236,0.7206601500511169,-0.07598817348480225,0.6126346588134766,0.5887048244476318,-0.051060352474451065,0.47244998812675476,0.6663727164268494,-0.09426257014274597,0.5001835227012634,0.7502564191818237,-0.07732809334993362,0.5383382439613342,0.7709770202636719,-0.0582842156291008,0.6091566681861877,0.6478251218795776,-0.07986123114824295,0.4972835183143616,0.7091782093048096,-0.10746586322784424,0.5122734904289246,0.7756414413452148,-0.0946623757481575,0.5434783697128296,0.7967455387115479,-0.07748059928417206,X
0.6552407741546631,0.921720027923584,-9.211130986841454e-07,0.5464933514595032,0.8259764909744263,0.002329976297914982,0.49501660466194153,0.7215126752853394,-0.014320524409413338,0.45287203788757324,0.6355765461921692,-0.04085473343729973,0.4055100679397583,0.572248101234436,-0.06315094977617264,0.5696367621421814,0.530034601688385,0.006074143573641777,0.5064254999160767,0.422319233417511,-0.040119122713804245,0.44446274638175964,0.4218539595603943,-0.06509799510240555,0.40450698137283325,0.4598234295845032,-0.07529837638139725,0.5999427437782288,0.5437706708908081,-0.017446065321564674,0.45620986819267273,0.5900817513465881,-0.06545285880565643,0.4713019132614136,0.6860905289649963,-0.07110296189785004,0.5100551843643188,0.7162061333656311,-0.06667738407850266,0.6123806834220886,0.5875429511070251,-0.04653424769639969,0.4722754955291748,0.6691916584968567,-0.08872342109680176,0.5023133158683777,0.7519714832305908,-0.07143650949001312,0.5413466095924377,0.7681609392166138,-0.05272681266069412,0.610448956489563,0.6476078033447266,-0.07774075120687485,0.4990037977695465,0.7128204107284546,-0.10398215800523758,0.5134727358818054,0.7784014940261841,-0.09130721539258957,0.5434257388114929,0.7966098785400391,-0.07482685893774033,X
0.6558458805084229,0.9267507791519165,-8.680181053932756e-07,0.5478774309158325,0.8306671380996704,0.0055138468742370605,0.4971928596496582,0.720302164554596,-0.01136112678796053,0.45707789063453674,0.6353480219841003,-0.03878309950232506,0.410163015127182,0.5751829743385315,-0.062339458614587784,0.5695587992668152,0.5320278406143188,0.00530229602009058,0.5129616856575012,0.4157204031944275,-0.04086199775338173,0.44854849576950073,0.41626739501953125,-0.0653274655342102,0.40637874603271484,0.45666396617889404,-0.07520376145839691,0.6000680327415466,0.5483332872390747,-0.020573671907186508,0.45713290572166443,0.5870814919471741,-0.06756436079740524,0.4688515067100525,0.6801849007606506,-0.07137446850538254,0.5063325762748718,0.7087085247039795,-0.06622221320867538,0.6115136742591858,0.5942074656486511,-0.05177607014775276,0.46988609433174133,0.6674720644950867,-0.0904846042394638,0.4982549250125885,0.7450417876243591,-0.07049819827079773,0.5380089282989502,0.7580662965774536,-0.05139759182929993,0.6083788275718689,0.6542742848396301,-0.08506684005260468,0.49474355578422546,0.7148333787918091,-0.10778078436851501,0.509266197681427,0.7760664820671082,-0.0927334576845169,0.5411630272865295,0.791405200958252,-0.07557050883769989,X
0.6515620350837708,0.9310681819915771,-9.10695860056876e-07,0.546583354473114,0.8314462900161743,0.005033801309764385,0.4969390034675598,0.7208377718925476,-0.010141693986952305,0.45839187502861023,0.6351914405822754,-0.03577128425240517,0.4150165021419525,0.5685177445411682,-0.0576300173997879,0.5679748058319092,0.5337144732475281,0.010425584390759468,0.5209580659866333,0.4210917353630066,-0.034731313586235046,0.45804837346076965,0.4213517904281616,-0.06035708263516426,0.41581016778945923,0.46623408794403076,-0.0712742730975151,0.5992942452430725,0.5488216876983643,-0.014741288498044014,0.4606175422668457,0.5937453508377075,-0.06160417199134827,0.4679860770702362,0.6839262843132019,-0.06857416033744812,0.5028672814369202,0.7155933976173401,-0.06572545319795609,0.61236172914505,0.5954079627990723,-0.04531555622816086,0.47557610273361206,0.6735327839851379,-0.0850248783826828,0.49961644411087036,0.7496064901351929,-0.06755786389112473,0.5368292331695557,0.7623919248580933,-0.049562979489564896,0.6102922558784485,0.6573654413223267,-0.07788398116827011,0.5006683468818665,0.72357177734375,-0.10144977271556854,0.5136265158653259,0.7848462462425232,-0.087418332695961,0.5446431040763855,0.7963504791259766,-0.07059003412723541,X
0.6499763131141663,0.931409478187561,-9.074028639588505e-07,0.5453681945800781,0.8331894278526306,0.003363908501341939,0.4991779923439026,0.724332869052887,-0.012075630947947502,0.4625168740749359,0.6386472582817078,-0.0376952700316906,0.4197106957435608,0.5769489407539368,-0.0591907799243927,0.5735132098197937,0.5393357276916504,0.00646603899076581,0.5251343250274658,0.41970789432525635,-0.038141217082738876,0.45958179235458374,0.4228796362876892,-0.06132352724671364,0.41796979308128357,0.4699588716030121,-0.07038191705942154,0.6047780513763428,0.555189311504364,-0.017041439190506935,0.46743544936180115,0.5976701378822327,-0.06293757259845734,0.4729398787021637,0.687433660030365,-0.06765925139188766,0.5077650547027588,0.7154975533485413,-0.06351950764656067,0.6167585253715515,0.6013901233673096,-0.04590599983930588,0.4798996150493622,0.679552435874939,-0.08533483743667603,0.5031957626342773,0.7560157775878906,-0.06737805157899857,0.5404383540153503,0.7687757611274719,-0.049210526049137115,0.6130908131599426,0.6618820428848267,-0.07685018330812454,0.504239559173584,0.7286432981491089,-0.10069267451763153,0.5168291330337524,0.7897927761077881,-0.08711975812911987,0.5476546287536621,0.8021745085716248,-0.07059174031019211,X
0.6511204242706299,0.93186354637146,-9.399337841387023e-07,0.5471583604812622,0.8291006684303284,0.0006167481769807637,0.5002152919769287,0.7203556299209595,-0.01621009036898613,0.4669223725795746,0.631267786026001,-0.042718708515167236,0.43312370777130127,0.5642686486244202,-0.06489081680774689,0.5794507265090942,0.5372363924980164,0.005187468137592077,0.5300069451332092,0.4219481348991394,-0.043363772332668304,0.46678707003593445,0.4228995144367218,-0.06858411431312561,0.4257940649986267,0.4657514691352844,-0.07839668542146683,0.6134403944015503,0.5549570322036743,-0.01798132248222828,0.46969807147979736,0.5943480134010315,-0.06700588017702103,0.47669684886932373,0.6903077363967896,-0.07053270936012268,0.5126290321350098,0.7213760614395142,-0.06457705795764923,0.627232015132904,0.6028416156768799,-0.04747594892978668,0.48621660470962524,0.6779456734657288,-0.09142541140317917,0.5096955895423889,0.7597342729568481,-0.07173436880111694,0.546840488910675,0.7748696804046631,-0.050820183008909225,0.6257076263427734,0.6661620736122131,-0.07918929308652878,0.5119873285293579,0.7279371619224548,-0.10553380846977234,0.5228503346443176,0.7913369536399841,-0.09109222143888474,0.5520538687705994,0.8060351610183716,-0.07325412333011627,X
